#separator:tab
#html:false
satt	full / satiated	[sat]	Ich bin nach dem Mittagessen satt.  Nach dem großen Abendessen waren alle satt.			
schüchtern	shy / timid	[ˈʃyçtɐn]	Das Kind ist sehr schüchtern im neuen Kindergarten.  Er wirkt schüchtern, wenn er neue Leute trifft.			
lustig	funny / amusing	[ˈlʊstɪç]	Der Film war wirklich lustig.  Er erzählt immer lustige Geschichten.			
hässlich	ugly	[ˈhɛslɪç]	Das Haus sieht hässlich aus.  Er findet den Hut hässlich.			
gut aussehend	good-looking / attractive	[ɡuːt ˈaʊ̯szeːənd]	Er ist ein gut aussehender Mann.  Sie wirkt sehr gut aussehend in diesem Kleid.			
sexy	sexy / attractive	[ˈsɛksi]	Er sieht heute sehr sexy aus.  Das Kleid macht sie besonders sexy.			
kalt	cold (temperature)	[kalt]	Heute ist es sehr kalt draußen.  Das Wasser im See ist kalt.			
heiß	hot (temperature)	[haɪ̯s]	Das Wetter heute ist sehr heiß.  Der Kaffee ist zu heiß zum Trinken.			
weise	wise	[ˈvaɪ̯zə]	Er ist ein sehr weiser Mann.  Die alte Frau gab weise Ratschläge.			
kämmen	to comb (one's hair)	[ˈkɛmn̩]	haben + gekämmt	Ich kämme mir jeden Morgen die Haare.  Sie kämmt ihr Haar vorsichtig.		
die Lampe	lamp / light	[ˈlampə]	Lampen	Die Lampe steht auf dem Tisch.  Ich habe eine neue Lampe gekauft.		
das Handy	phone	[ˈhɛndi]	Handys	Ich habe mein Handy verloren.  Moderne Handys sind sehr leistungsstark.		
das Ladegerät	charger	[ˈlaːdəɡəˌʁɛːt]	Ladegeräte	Das Ladegerät ist nicht im Lieferumfang enthalten.  Ich habe mein Ladegerät vergessen.		
der Rucksack	backpack	[ˈʁʊkzak]	Rucksäcke	Der Rucksack ist sehr schwer.  Sie packte ihren Rucksack für die Reise.		
der Ausweis	ID card	[ˈaʊ̯svaɪ̯s]	Ausweise	Zeigen Sie bitte Ihren Ausweis.  Ich habe meinen Ausweis verloren.		
die Brille	glasses	[ˈbʁɪlə]	Brillen	Ich trage eine Brille zum Lesen.  Sie hat eine neue Brille gekauft.		
die Uhr	watch	[uːɐ̯]	Uhren	Meine Uhr geht nach.  Er schaute auf seine Uhr.		
der Mantel	coat	[ˈmantl̩]	Mäntel	Im Winter trage ich einen warmen Mantel.  Sein Mantel hängt am Haken.		
der Schal	scarf	[ʃaːl]	Schals	Sie trägt einen roten Schal um den Hals.  Der dicke Schal hält mich warm.		
der Handschuh	glove	[ˈhantʃuːə]	Handschuhe	Im Winter brauche ich warme Handschuhe.  Sie zog ihre Handschuhe aus.		
der Stiefel	boot	[ˈʃtiːfl̩]	Stiefel	Die Stiefel sind perfekt für den Winter.  Er putzte seine schmutzigen Stiefel.		
das Brot	bread	[bʁoːt]	Brote	Ich kaufe frisches Brot beim Bäcker.  Das Brot schmeckt sehr gut.		
die Butter	butter	[ˈbʊtɐ]	Buttern	Die Butter ist weich geworden.  Ich streiche Butter auf das Brot.		
das Obst	fruit	[oːpst]		Obst ist gesund und vitaminreich.  Wir kaufen frisches Obst auf dem Markt.		
das Gemüse	vegetables	[ɡəˈmyːzə]		Gemüse sollte täglich gegessen werden.  Das Gemüse ist frisch vom Markt.		
die Tomate	tomato	[toˈmaːtə]	Tomaten	Die Tomate ist rot und saftig.  Ich schneide die Tomaten für den Salat.		
die Kartoffel	potato	[kaʁˈtɔfl̩]	Kartoffeln	Kartoffeln können gekocht oder gebraten werden.  Die Kartoffel schmeckt gut mit Quark.		
der Reis	rice	[ʁaɪ̯s]	Reise	Reis ist ein Grundnahrungsmittel in vielen Ländern.  Der Reis muss noch kochen.		
das Sandwich	sandwich	[ˈsɛntvɪtʃ]	Sandwiches	Ich mache mir ein Sandwich für die Mittagspause.  Das Sandwich mit Schinken schmeckt lecker.		
die Bäckerei	bakery	[bɛkəˈʁaɪ̯]	Bäckereien	Die Bäckerei hat frisches Brot am Morgen.  Wir kaufen Brötchen in der Bäckerei um die Ecke.		
das Büro	office	[byˈʁoː]	Büros	Er geht jeden Tag um acht Uhr ins Büro.  Das Büro ist im dritten Stock.		
das Café	café	[kaˈfeː]	Cafés	Wir treffen uns im Café zum Kaffee.  Das Café hat leckeren Kuchen.		
die Apotheke	pharmacy	[apoˈteːkə]	Apotheken	Ich hole meine Medikamente in der Apotheke.  Die Apotheke hat bis 18 Uhr geöffnet.		
der Kopf	head	[kɔp͡f]	Köpfe	Ich habe Kopfschmerzen.  Er schüttelte den Kopf.		
der Arm	arm	[aʁm]	Arme	Sie hat sich den Arm gebrochen.  Er trug die schwere Kiste in seinen Armen.		
der Bauch	stomach/belly	[baʊ̯x]	Bäuche	Ich habe Bauchschmerzen.  Das Baby lag auf seinem Bauch.		
das Bein	leg	[baɪ̯n]	Beine	Sie hat lange Beine.  Er hat sich das Bein verletzt.		
der Rücken	back	[ˈʁʏkn̩]	Rücken	Mein Rücken tut weh.  Sie lag auf dem Rücken.		
die Schmerzen	pain	[ˈʃmɛʁt͡sn̩]		Ich habe starke Schmerzen im Bein.  Die Schmerzen wurden immer schlimmer.		
die Sonne	sun	[ˈzɔnə]	Sonnen	Die Sonne scheint heute sehr hell.  Die Sonne geht im Osten auf.		
der Mond	moon	[moːnt]	Monde	Der Mond ist heute Nacht voll.  Wir sahen den Mond über den Bergen.		
der Stern	star	[ʃtɛʁn]	Sterne	Der Polarstern ist leicht zu finden.  In einer klaren Nacht sieht man viele Sterne.		
der Himmel	sky	[ˈhɪml̩]	Himmel	Der Himmel ist heute wolkenlos.  Flugzeuge fliegen am Himmel.		
der Po	butt, backside, bum	[poː]	Pos	Der Sitz ist bequem für den Po.  Das Kind fiel auf den Po.		
die Brust	chest, breast	[bʁʊst]	Brüste	Er hat Schmerzen in der Brust.  Sie hielt das Paket vor ihrer Brust.  Die Mutter stillt ihr Baby an der Brust.  Brustkrebs ist eine ernste Krankheit.		
die Zunge	tongue	[ˈtsʊŋə]	Zungen	Die Zunge schmeckt süß, sauer, salzig und bitter.  Sie verbrannte sich die Zunge am heißen Kaffee.		
die Nase	nose	[ˈnaːzə]	Nasen	Die Nase riecht verschiedene Düfte.  Er hat eine gerade Nase.		
das Ohr	ear	[oːɐ̯]	Ohren	Die Musik klingt wunderbar in meinen Ohren.  Sie trägt einen Hörer im Ohr.		
der Mund	mouth	[mʊnt]	Münder	Öffnen Sie bitte den Mund.  Er hat den Mund voll.		
die Lippe	lip	[ˈlɪpə]	Lippen	Sie hat trockene Lippen.  Er küsste sie auf die Lippen.		
die Sonnenbrille	sunglasses	[ˈzɔnənˌbʁɪlə]	Sonnenbrillen	Bei Sonnenschein trage ich eine Sonnenbrille.  Die Sonnenbrille schützt die Augen.		
die Halskette	necklace	[ˈhalsˌkɛtə]	Halsketten	Sie trägt eine silberne Halskette.  Die Halskette war ein Geschenk.		
der Ohrring	earring	[ˈoːɐ̯ˌʁɪŋ]	Ohrringe	Sie hat diamantene Ohrringe.  Er verlor einen Ohrring.		
der BH	bra	[beːˈhaː]	BHs	Sie kaufte einen neuen BH.  Der BH ist aus Baumwolle.		
der Slip	women's panties	[slɪp]	Slips	Sie packte einen sauberen Slip ein.  Der Slip ist aus Seide.		
die Unterhose	underpants	[ˈʊntɐˌhoːzə]	Unterhosen	Er zieht eine frische Unterhose an.  Die Unterhose ist aus Baumwolle.		
gesund	healthy	[ɡəˈzʊnt]	Frisches Obst ist sehr gesund.  Er lebt gesünder als früher.  Gemüse ist am gesündesten.			
krank	sick	[kʁaŋk]	Er ist heute krank und bleibt im Bett.  Sie fühlte sich gestern noch kränker.  Das war der am krankesten aussehende Baum im Wald.			
geil	horny	[ɡaɪ̯l]	Sie fühlte sich geil.  Der Film machte ihn geiler.  Für ihn war das der am geilsten Moment.			
der Film	movie	[fɪlm]	Filme	Wir schauen heute Abend einen Film.  Der Film war sehr spannend.		
die Fernsehserie	tv series	[ˈfɛʁnzeːˌzeːʁi̯ə]	Fernsehserien	Ich schaue eine neue Fernsehserie auf Netflix.  Diese Fernsehserie hat viele Fans.		
der Computer	computer	[kɔmˈpjuːtɐ]	Computer	Mein Computer ist sehr schnell.  Er arbeitet den ganzen Tag am Computer.		
der Laptop	laptop	[ˈlɛptɔp]	Laptops	Ich nehme meinen Laptop mit auf Reisen.  Der Laptop hat eine lange Akkulaufzeit.		
der Schreibtisch	desk	[ˈʃʁaɪ̯pˌtɪʃ]	Schreibtische	Auf meinem Schreibtisch steht ein Computer.  Sie räumte ihren Schreibtisch auf.		
die Tastatur	keyboard	[tastaˈtuːɐ̯]	Tastaturen	Die Tastatur hat eine angenehme Beleuchtung.  Sie tippte schnell auf der Tastatur.		
die Maus	mouse	[maʊ̯s]	Mäuse	Die Maus funktioniert nicht richtig.  Er bewegte die Maus über den Tisch.  Die Maus läuft schnell.		
das Tablet	tablet	[ˈtɛblət]	Tablets	Das Tablet ist ideal zum Lesen von E-Books.  Sie spielt gerne Spiele auf ihrem Tablet.		
der Kopfhörer	headphones	[ˈkɔp͡fˌhøːʁɐ]	Kopfhörer	Ich höre Musik mit meinen Kopfhörern.  Die Kopfhörer sind kabellos.		
die Serviette	napkin	[zɛʁˈvi̯ɛtn̩]	Servietten	Die Servietten liegen neben den Tellern.  Kann ich bitte eine Serviette haben?		
der Wasserkocher	kettle	[ˈvasɐˌkɔxɐ]	Wasserkocher	Der Wasserkocher kocht Wasser sehr schnell.  Sie füllte den Wasserkocher mit Wasser.		
die Teekanne	teapot	[ˈteːˌkanə]	Teekannen	Die Teekanne ist aus Porzellan.  Sie schenkte Tee aus der Teekanne ein.		
langweilig	boring	[ˈlaŋvaɪ̯lɪç]	Der Vortrag war sehr langweilig.  Dieser Film ist noch langweiliger als der letzte.  Das war der am langweiligste Tag meines Lebens.			
aufregend	exciting	[ˈaʊ̯fʁeːɡn̩t]	Die Reise war sehr aufregend.  Das Finale war noch aufregender als erwartet.  Das war der am aufregendste Moment des Jahres.			
gruselig	scary	[ˈɡʁuːzəlɪç]	Der Horrorfilm war wirklich gruselig.  Die alte Burg sah nachts noch gruseliger aus.  Das war die am gruseligste Geschichte, die ich je gehört habe.			
oben	above, up, top	[ˈoːbn̩]	Das Bild hängt oben an der Wand.  Die Antwort steht weiter oben im Text.  Sie wohnt ganz oben im Haus.			
unten	below, down, bottom	[ˈʊntn̩]	Die Schuhe stehen unten im Schrank.  Bitte unterschreiben Sie unten auf der Seite.  Er wartet schon unten an der Haltestelle.			
obere	upper, top	[ˈoːbəʁə]	Er wohnt im oberen Stockwerk.  Bitte füllen Sie die obere Hälfte des Formulars aus.  Die obere Schublade ist klemmig.			
untere	lower, bottom	[ˈʊntəʁə]	Die untere Schublade ist voller Socken.  Der untere Teil des Bildes ist dunkel.  Die Temperatur in der unteren Atmosphäre steigt.			
oberste	topmost, uppermost, highest	[ˈoːbɐstə]	Das ist unsere oberste Priorität.  Er kletterte bis zur obersten Spitze des Turms.  Sie ist die oberste Vorgesetzte in der Firma.			
unterste	lowest, bottommost	[ˈʊntɐstə]	Das war die unterste Schublade.  Er hat den untersten Rang in der Hierarchie.  Die unterste Stufe der Leiter ist gebrochen.			
bequem	comfortable, convenient	[bəˈkveːm]	Dieser Stuhl ist sehr bequem.  Sie trägt gerne bequeme Schuhe.  Das ist eine bequeme Lösung für uns alle.			
unbequem	uncomfortable	[ˈʊnbəkveːm]	Die Wahrheit ist manchmal unbequem.  Dieser Sitzplatz ist sehr unbequem.  Er fühlte sich in der Situation unbequem.			
recht	right	[ʁɛçt]	Sie schreibt mit der rechten Hand.  Biegen Sie an der nächsten Kreuzung rechts ab.  Das Bild hängt an der rechten Wand.			
link	left	[lɪŋk]	Er ist linker Fußballspieler.  Die linke Seite der Straße ist gesperrt.  Sie trug die Tasche über ihrer linken Schulter.			
der Norden	north	[ˈnɔʁdn̩]		Der Wind kommt aus dem Norden.  Schweden liegt im Norden Europas.  Sie fahren nach Norden.		
der Osten	east	[ˈɔstn̩]		Die Sonne geht im Osten auf.  Polen liegt östlich von Deutschland.  Die neuen Bundesländer liegen im Osten.		
der Süden	south	[ˈzyːdn̩]		Im Süden Deutschlands ist es oft wärmer.  Im Winter fliegen viele in den Süden.  Italien liegt im Süden Europas.		
der Westen	west	[ˈvɛstn̩]		Die Sonne geht im Westen unter.  Frankreich liegt westlich von Deutschland.  Das Wetter kommt aus dem Westen.		
brauchen	to need, to require	[ˈbʁaʊ̯xn̩]	haben + gebraucht	Ich brauche einen neuen Stift.  Brauchst du Hilfe?  Wir haben viel Geduld gebraucht.		
sollen	to be supposed to, should, ought to	[ˈzɔlən]	haben + gesollt	Du sollst mehr Obst essen.  Soll ich das Fenster öffnen?  Er sollte gestern anrufen.		
denken	to think	[ˈdɛŋkn̩]	haben + gedacht	Ich denke, also bin ich.  Was denkst du über diese Idee?  Er dachte, es wäre schon spät.		
verstehen	to understand, to comprehend	[fɛɐ̯ˈʃteːən]	haben + verstanden	Sprichst du langsamer? Ich verstehe dich nicht.  Er versteht viel von Computern.  Wir haben die Situation sofort verstanden.		
kapieren	to get it, to catch on, to understand (informal)	[kaˈpiːʁən]	haben + kapiert	Kapiert? Oder soll ich es noch einmal erklären?  Endlich habe ich die Matheaufgabe kapiert!  Er kapiert einfach nicht, was ich von ihm will.		
einsehen	to realize, to see the reason, to accept (a fact/truth)	[ˈaɪ̯nˌzeːən]	haben + eingesehen	Ich sehe ein, dass ich einen Fehler gemacht habe.  Sie will nicht einsehen, dass sie Unrecht hat.  Er sah die Notwendigkeit dieser Maßnahme ein.		
bekommen	to get, to receive (formal and neutral)	[bəˈkɔmən]	haben + bekommen	Ich bekomme einen Brief.  Er bekam zum Geburtstag ein Fahrrad.  Sie bekommt immer viele Komplimente.		
bringen	to bring, to take	[ˈbʁɪŋən]	haben + gebracht	Kannst du mir bitte ein Glas Wasser bringen?  Sie brachte die Kinder zur Schule.  Das bringt mich auf eine Idee.		
fallen	to fall	[ˈfalən]	sein + gefallen	Pass auf, dass du nicht fällst!  Der Apfel fiel vom Baum.  Mir ist ein wichtiger Termin eingefallen.		
halten	to hold, to stop, to keep	[ˈhaltn̩]	haben + gehalten	Hältst du bitte meine Tasche fest?  Der Bus hält hier nicht.  Er hält sein Zimmer immer sauber.		
passieren	to happen, to occur	[paˈsiːʁən]	sein + passiert	Was ist hier passiert?  So etwas passiert jeden Tag.  Mir ist ein Unfall passiert.		
scheinen	to shine; to seem, to appear	[ˈʃaɪ̯nən]	haben + geschienen	Die Sonne scheint.  Er scheint müde zu sein.  Es schien, als ob sie glücklich war.		
setzen	to set, to put, to place (oneself)	[ˈzɛtsn̩]	haben + gesetzt	Setz dich bitte!  Ich setze mich auf das Sofa.  Sie setzte die Vase auf den Tisch.		
stellen	to place, to put, to set (upright); to ask (a question)	[ˈʃtɛlən]	haben + gestellt	Kannst du die Flasche auf den Tisch stellen?  Ich habe dem Lehrer eine Frage gestellt.  Stell dich nicht so an!		
treffen	to meet; to hit (a target)	[ˈtʁɛfn̩]	haben + getroffen	Wir treffen uns morgen.  Der Schuss traf das Ziel.  Ich habe eine Entscheidung getroffen.		
die Krankheit	illness, sickness, disease	[ˈkʁaŋkhaɪ̯t]	Krankheiten	Die Krankheit breitete sich schnell aus.  Er erholte sich vollständig von seiner Krankheit.  Bei schwerer Krankheit solltest du einen Arzt aufsuchen.		
der Vogel	bird	[ˈfoːɡl̩]	Vögel	Der Vogel singt im Baum.  Wir beobachten die Vögel am Futterhaus.  Ein seltener Vogel nistet in unserem Garten.		
das Flugzeug	airplane, aircraft	[ˈfluːkˌt͡sɔɪ̯k]	Flugzeuge	Das Flugzeug startet um 10 Uhr.  Sie hat Angst vor dem Fliegen in Flugzeugen.  Ein neues Flugzeug wurde vorgestellt.		
fliegen	to fly	[ˈfliːɡn̩]	sein + geflogen	Die Vögel fliegen nach Süden.  Wir sind nach Japan geflogen.  Der Pilot flog die Maschine sicher zum Flughafen.		
schwimmen	to swim	[ˈʃvɪmən]	sein + geschwommen	Die Kinder schwimmen im See.  Er schwamm ans andere Ufer.  Wir sind gestern im Meer geschwommen.		
das Schwimmbad	pool	[ˈʃvɪmbaːt]	Schwimmbäder	Im Sommer gehen wir oft ins Schwimmbad.  Das Schwimmbad hat heute geschlossen.		
die Bank  (Finanzinstitut)	bank (Financial institution)	[baŋk]	Banken	Ich gehe zur Bank, um Geld abzuheben.  Die Bank öffnet um 9 Uhr.		
die Bar	bar	[baːɐ̯]	Bars	Wir treffen uns heute Abend in der Bar.  Die Bar hat eine große Auswahl an Whiskys.		
der See	lake	[zeː]	Seen	Der See ist im Sommer sehr erfrischend.  Wir segelten auf dem großen See.		
der Fluss	river	[flʊs]	Flüsse	Der Fluss fließt durch das Tal.  An diesem Fluss kann man gut angeln.		
das Meer	sea	[meːɐ̯]	Meere	Das Meer war heute sehr ruhig.  Wir fahren ans Meer in den Urlaub.		
der Ozean	ocean	[ˈoːtseaːn]	Ozeane	Der Atlantische Ozean ist sehr tief.  Sie überquerten den Ozean mit dem Schiff.		
die Insel	island	[ˈɪnzl̩]	Inseln	Die Insel ist nur mit dem Boot erreichbar.  Wir verbrachten unseren Urlaub auf einer griechischen Insel.		
der Baum	tree	[baʊ̯m]	Bäume	Der alte Baum steht schon seit hundert Jahren.  Im Herbst verlieren die Bäume ihre Blätter.		
der Dschungel	jungle	[ˈdʒʊŋl̩]	Dschungel	Der Dschungel ist voller exotischer Tiere.  Sie durchquerten den dichten Dschungel.		
der Berg	mountain	[bɛʁk]	Berge	Der Berg ist über 2000 Meter hoch.  Wir wandern am Wochenende auf den Berg.		
die Blume	flower	[ˈbluːmə]	Blumen	Die Blume duftet wunderbar.  Sie pflückte eine Blume vom Feld.		
der Regen	rain	[ˈʁeːɡn̩]		Der Regen fällt den ganzen Tag.  Starker Regen führte zu Überschwemmungen.		
der Schnee	snow	[ʃneː]		Der Schnee bedeckte die ganze Landschaft.  Kinder spielen gerne im Schnee.		
der Wind	wind	[vɪnt]	Winde	Der Wind weht stark vom Meer.  Bei starkem Wind bleiben wir zu Hause.		
das Gras	grass	[ɡʁaːs]	Gräser	Das Gras wächst im Frühling sehr schnell.  Die Kinder spielen auf dem grünen Gras.		
atmen	to breath	[ˈaːtmən]	haben + geatmet	Der Taucher muss unter Wasser atmen.  Atme tief durch, um dich zu beruhigen.		
schneien	to snow	[ˈʃnaɪ̯ən]	haben + geschneit	Es schneit den ganzen Tag.  Gestern schneite es sehr stark.		
springen	to jump	[ˈʃpʁɪŋən]	sein + gesprungen	Die Kinder springen auf dem Trampolin.  Der Athlet sprang über die hohe Latte.		
kämpfen	to fight	[ˈkɛmp͡fn̩]	haben + gekämpft	Die Soldaten kämpfen für ihr Land.  Er kämpfte tapfer gegen die Krankheit.		
ringen	to wrestle	[ˈʁɪŋən]	haben + gerungen	Die beiden Sportler ringen um den Sieg.  Er rang lange mit seiner Entscheidung.		
konkurrieren	to compete	[kɔnkʊˈʁiːʁən]	haben + konkurriert	Viele Firmen konkurrieren um den Marktanteil.  Sie konkurrierten miteinander um die Beförderung.		
tippen	to type	[ˈtɪpn̩]	haben + getippt	Sie tippt sehr schnell auf der Tastatur.  Er tippte die ganze Nacht an seinem Bericht.		
schauen	to watch	[ˈʃaʊ̯ən]	haben + geschaut	Wir schauen heute Abend einen Film.  Sie schaute stundenlang fern.		
rauchen	to smoke	[ˈʁaʊ̯xn̩]	haben + geraucht	Er raucht eine Zigarette nach dem Essen.  Sie hat vor einem Jahr aufgehört zu rauchen.		
lachen	to laugh	[ˈlaxn̩]	haben + gelacht	Die Kinder lachen über den Clown.  Sie lachten herzlich über den Witz.		
weinen	to cry	[ˈvaɪ̯nən]	haben + geweint	Das Baby weint, weil es hungrig ist.  Sie weinte vor Freude, als sie ihn sah.		
gewinnen	to win	[ɡəˈvɪnən]	haben + gewonnen	Sie wollen das Spiel gewinnen.  Er gewann die Goldmedaille bei den Olympischen Spielen.		
verlieren	to lose	[fɛɐ̯ˈliːʁən]	haben + verloren	Die Mannschaft wird das Spiel verlieren.  Sie verlor den Wettkampf knapp.  Ich habe meinen Schlüssel verloren.  Sie verlor ihre Brieftasche im Bus.		
vermissen	to miss	[fɛɐ̯ˈmɪsn̩]	haben + vermisst	Ich vermisse dich sehr.  Sie vermisste ihre Familie, als sie im Ausland war.		
versuchen	to try	[fɛɐ̯ˈzuːxn̩]	haben + versucht	Ich versuche, pünktlich zu sein.  Sie versuchte, das Fenster zu öffnen.		
reisen	to travel	[ˈʁaɪ̯zn̩]	sein + gereist	Wir reisen nächste Woche nach Italien.  Er ist sein ganzes Leben lang viel gereist.  Reise sicher!		
die Reise	travel (journey, trip)	[ˈʁaɪ̯zə]	Reisen	Die Reise nach Japan war unvergesslich.  Wir planen eine lange Reise durch Europa.  Gute Reise!		
küssen	to kiss	[ˈkʏsn̩]	haben + geküsst	Die Mutter küsst ihr Kind gute Nacht.  Er küsste sie leidenschaftlich.  Sie küssten sich unter dem Mistelzweig.		
umarmen	to hug	[ʊmˈʔaʁmən]	haben + umarmt	Die Freunde umarmen sich herzlich.  Sie umarmte ihr Kind, als es nach Hause kam.  Umarm mich bitte!		
scherzen	kidding (to joke around and mess with someone)	[ˈʃɛʁt͡sn̩]	haben + gescherzt	Nur scherzen! Ich habe dein Buch nicht wirklich verloren.  Hör auf zu scherzen, das ist ernst!  Wir scherzen nur miteinander.		
wichtig	important	[ˈvɪçtɪç]	Das ist ein wichtiges Dokument.  Dieses Thema ist wichtiger als das andere.  Gesundheit ist am wichtigsten.			
die Antwort	answer, response	[ˈantvɔrt]	Antworten	Ich habe keine Antwort auf deine Frage.  Sie wartete geduldig auf seine Antworten.		
das Glas	glass (material); drinking glass	[ɡlaːs]	Gläser	Die Flasche ist aus Glas.  Pass auf, das ist eine Glasplatte.  Kannst du mir ein Glas Wasser bringen?  Sie stellte das leere Glas ab.  Er spülte die Gläser in der Spüle.		
das Feuer	fire	[ˈfɔʏ̯ɐ]		Das Feuer brennt seit Stunden.  Sie wärmten sich am Feuer.		
das Blatt	leaf (tree leaf)	[blat]	Blätter	Ein Blatt fiel vom Baum.  Im Herbst werden die Blätter bunt.		
die Milch	milk	[mɪlç]		Ich trinke morgens gern Milch.  Die Milch im Kühlschrank ist frisch.		
gern	gladly; with pleasure; enjoy doing something	[gɛrn]	Ich helfe dir gern.  Sie liest gern Bücher.			
die Mikrowelle	microwave oven	[ˈmikʁoˌvɛlə]	Mikrowellen	Ich wärme das Essen in der Mikrowelle auf.  Die Mikrowellen stehen alle in der Küche.		
die Shorts	shorts	[ʃɔrts]		Ich trage heute Shorts.  Die Shorts liegen im Schrank.		
das Knie	knee	[ˈkniː]	Knie	Mein Knie tut weh.  Er hat sich am Knie verletzt.		
das Gesicht	face	[ɡəˈzɪçt]	Gesichter	Sie hat ein freundliches Gesicht.  Die Gesichter der Kinder strahlten vor Freude.		
tief	deep	[tiːf]	Der See ist tief.  Sie fand es in der tiefen Schublade.			
lang	long	[laŋ]	Der Fluss ist sehr lang.  Die Straße ist länger als die andere.  Der Tunnel ist am längsten.			
kurz	short	[kʊrts]	Der Film war sehr kurz.  Dieser Weg ist kürzer als der andere.  Die Pause war am kürzesten.			
der Schatten	shadow	[ˈʃatn̩]	Schatten	Der Schatten des Baumes schützt vor der Sonne.  Wir saßen im Schatten.		
die Baumwolle	cotton	[ˈbaʊ̯mˌvɔlə]	Baumwollen	Der Stoff ist aus Baumwolle.  Ich trage ein Baumwollhemd.		
der Stahl	steel	[ʃtaːl]	Stähle	Die Karosserie ist aus Stahl.  Das ist eine Stahluhr.		
das Plastik	plastic	[ˈplastɪk]	Plastiks	Die Tüte ist aus Plastik.  Wir brauchen Plastikbesteck.		
das Holz	wood	[hɔlts]	Hölzer	Der Tisch ist aus Holz.  Er schnitzt eine Holzfigur.		
das Leder	leather	[ˈleːdɐ]	Leder	Diese Schuhe sind aus Leder.  Sie kaufte eine Ledertasche.		
die Seide	silk	[ˈzaɪ̯də]	Seiden	Ihr Schal ist aus Seide.  Er schenkte ihr ein Seidenkleid.		
die Wolle	wool	[ˈvɔlə]	Wollen	Mein Pullover ist aus Wolle.  Im Winter trage ich Wollhandschuhe.		
der Gummi	rubber	[ˈɡʊmi]	Gummis	Die Stiefel sind aus Gummi.  Der Radiergummi liegt auf dem Tisch.		
das Papier	paper	[paˈpiːɐ̯]	Papiere	Das Buch ist aus Papier.  Kannst du ein Papierflugzeug falten?		
das Metall	metal	[meˈtal]	Metalle	Das Tor ist aus Metall.  Sie stellt Metallskulpturen her.		
der Samt	velvet	[zamt]	Samte	Das Sofa ist aus Samt.  Sie trug ein Samtkissen.		
die Spitze	lace	[ˈʃpɪt͡sə]	Spitzen	Der Vorhang ist aus Spitze.  Sie trägt eine Spitzenbluse.		
das Polyester	polyester	[poliˈɛstɐ]	Polyester	Die Jacke ist aus Polyester.  Das ist ein Polyesterstoff.		
das Nylon	nylon	[ˈnaɪlɔn]	Nylons	Der Faden ist aus Nylon.  Er hat ein Nylonhemd an.		
der Denim	denim	[ˈdɛnɪm]	Denims	Die Hose ist aus Denim.  Das ist eine klassische Denimjacke.		
der Stein	stone	[ʃtaɪ̯n]	Steine	Das Haus ist aus Stein.  Sie hat einen Steinofen.		
das Porzellan	china	[ˌpɔʁt͡sɛˈlaːn]	Porzellane	Die Tasse ist aus Porzellan.  Das ist ein wertvoller Porzellanteller.		
die Keramik	ceramic	[keˈʁaːmɪk]	Keramiken	Die Vase ist aus Keramik.  Er sammelt Keramikfiguren.		
das Aluminium	aluminium	[aluˈmiːni̯ʊm]	Aluminiume	Die Leiter ist aus Aluminium.  Wir kochen im Aluminiumtopf.		
die Pappe	cardboard	[ˈpapə]	Pappen	Der Karton ist aus Pappe.  Die Kinder basteln ein Papphaus.		
voll	full	[fɔl]	Der Tank ist voll.  Das ist ein voller Tank.			
leer	empty	[leːɐ̯]	Der Raum ist leer.  Das ist ein leerer Raum.			
sauber	clean	[ˈzaʊ̯bɐ]	Das Wasser ist sauber.  Er trägt eine saubere Hose.			
schmutzig	dirty	[ˈʃmʊt͡sɪç]	Die Hände sind schmutzig.  Sie wäscht die schmutzige Wäsche.			
nass	wet	[nas]	Der Boden ist nass.  Er zog die nassen Socken aus.			
trocken	dry	[ˈtʁɔkn̩]	Die Kleidung ist trocken.  Sie suchte nach trockenem Holz.			
schwer	heavy	[ʃveːɐ̯]	Die Kiste ist schwer.  Er hob die schwere Kiste an.			
leicht	light (weight), easy	[laɪ̯çt]	Der Ball ist leicht.  Das ist ein leichter Koffer.			
glatt	smooth	[ɡlat]	Die Oberfläche ist glatt.  Er fuhr über die glatte Straße.			
rau	rough	[ʁaʊ̯]	Der Stoff ist rau.  Sie hatte raue Hände.			
weich	soft	[vaɪ̯ç]	Das Bett ist weich.  Das Baby mag weiche Decken.			
hart	hard	[haʁt]	Der Boden ist hart.  Er schlief auf einer harten Matratze.			
breit	wide	[bʁaɪ̯t]	Die Straße ist breit.  Sie überquerte die breite Straße.			
schmal	narrow	[ʃmaːl]	Der Weg ist schmal.  Sie ging den schmalen Pfad entlang.			
dick	thick	[dɪk]	Das Buch ist dick.  Er trug eine dicke Jacke.			
dünn	thin	[dʏn]	Das Papier ist dünn.  Sie hatte ein dünnes Hemd an.			
hoch	high	[hoːx]	Der Berg ist hoch.  Er kletterte auf den hohen Baum.			
niedrig	low	[ˈniːdʁɪç]	Der Tisch ist niedrig.  Das Auto fuhr unter der niedrigen Brücke durch.			
flach	shallow	[flax]	Der Fluss ist flach.  Kinder spielten im flachen Wasser.			
modern	modern	[moˈdɛʁn]	Die Wohnung hat eine moderne Einrichtung.  Sein Denken ist sehr modern.			
uralt	ancient	[ˈuːʁʔalt]	Die Stadt ist uralt.  Er sammelt uralte Münzen.			
